"","values","method"
"299",1.49451375153375,"DML (XGBoost)"
"300",1.0618964637164,"DML (SVM)"
"301",1.90297314346446,"PSM"
"302",1.82497647661012,"AIPW"
"303",1.41855875206617,"DML (XGBoost)"
"304",0.94608256365322,"DML (SVM)"
"305",2.17557690720428,"PSM"
"306",2.04206941552537,"AIPW"
"307",1.70514279333147,"DML (XGBoost)"
"308",1.20660958272927,"DML (SVM)"
"309",1.66450496225854,"PSM"
"310",1.78120125744137,"AIPW"
"311",1.4086152523469,"DML (XGBoost)"
"312",1.00634706933353,"DML (SVM)"
"313",1.77947976207202,"PSM"
"314",1.77782354627159,"AIPW"
"315",1.45653536918886,"DML (XGBoost)"
"316",1.03191557667673,"DML (SVM)"
"317",1.70860099313352,"PSM"
"318",1.82851250143995,"AIPW"
"319",1.47794563816534,"DML (XGBoost)"
"320",1.10517026596163,"DML (SVM)"
"321",1.79831109816125,"PSM"
"322",1.82405049060591,"AIPW"
"323",1.40697881762109,"DML (XGBoost)"
"324",0.988822501697731,"DML (SVM)"
"325",1.78566932912716,"PSM"
"326",1.72919275748101,"AIPW"
"327",1.36336227278323,"DML (XGBoost)"
"328",0.995420133968059,"DML (SVM)"
"329",1.55716604530754,"PSM"
"330",1.52978882394214,"AIPW"
"331",1.30324647467551,"DML (XGBoost)"
"332",0.881004974241878,"DML (SVM)"
"333",1.79549974171098,"PSM"
"334",1.82327402737369,"AIPW"
"335",1.3791539019524,"DML (XGBoost)"
"336",0.909242312334685,"DML (SVM)"
"337",1.74603527739044,"PSM"
"338",1.98971855663974,"AIPW"
"339",1.42796617974283,"DML (XGBoost)"
"340",1.038562350319,"DML (SVM)"
"341",1.81228012977769,"PSM"
"342",1.84243474025265,"AIPW"
"343",1.32798270811615,"DML (XGBoost)"
"344",0.923677938626836,"DML (SVM)"
"345",1.78886592322357,"PSM"
"346",1.80314720655103,"AIPW"
"347",1.44964230452469,"DML (XGBoost)"
"348",1.0542785151419,"DML (SVM)"
"349",1.7706547646954,"PSM"
"350",1.79306044403927,"AIPW"
"351",1.49338402758731,"DML (XGBoost)"
"352",1.11057798134305,"DML (SVM)"
"353",1.85990455992194,"PSM"
"354",1.76478251473949,"AIPW"
"355",1.4015452348369,"DML (XGBoost)"
"356",0.946381565610156,"DML (SVM)"
"357",1.71713431918478,"PSM"
"358",1.72254723760166,"AIPW"
"359",1.40748518279294,"DML (XGBoost)"
"360",1.04038721486201,"DML (SVM)"
"361",1.69159110917493,"PSM"
"362",1.76654986662839,"AIPW"
"363",1.34312774894588,"DML (XGBoost)"
"364",0.946686725159477,"DML (SVM)"
"365",1.65522220360655,"PSM"
"366",1.76036450420702,"AIPW"
"367",1.35558622986877,"DML (XGBoost)"
"368",0.941884633015031,"DML (SVM)"
"369",1.71478437433708,"PSM"
"370",1.67532640966169,"AIPW"
"371",1.38554533865512,"DML (XGBoost)"
"372",0.97956202592732,"DML (SVM)"
"373",1.64394058146991,"PSM"
"374",1.63604953164228,"AIPW"
"375",1.25647158869828,"DML (XGBoost)"
"376",0.863428082256257,"DML (SVM)"
"377",1.74591001549021,"PSM"
"378",1.64214365482478,"AIPW"
"379",1.40523980001952,"DML (XGBoost)"
"380",0.885880299960093,"DML (SVM)"
"381",1.86729009174117,"PSM"
"382",1.95832644904554,"AIPW"
"383",1.48008100284337,"DML (XGBoost)"
"384",1.04187563314009,"DML (SVM)"
"385",1.94781243307109,"PSM"
"386",1.87185736014797,"AIPW"
"387",1.51247467698281,"DML (XGBoost)"
"388",1.07679309558724,"DML (SVM)"
"389",1.65592417110536,"PSM"
"390",1.81261468467412,"AIPW"
"391",1.34161533653634,"DML (XGBoost)"
"392",0.991942741710366,"DML (SVM)"
"393",1.86795896501691,"PSM"
"394",1.95938486507257,"AIPW"
"395",1.49127442635839,"DML (XGBoost)"
"396",1.03934810772213,"DML (SVM)"
"397",1.81881122611725,"PSM"
"398",1.73367224550128,"AIPW"
"399",1.41410064612581,"DML (XGBoost)"
"400",1.01032743547579,"DML (SVM)"
