"","values","method"
"233",0.938206144803988,"PSM"
"234",0.975361252622172,"AIPW"
"235",1.43691420896733,"DML (XGBoost)"
"236",0.91521874011771,"DML (SVM)"
"237",0.989498583739276,"PSM"
"238",0.954581424539643,"AIPW"
"239",1.38766836563215,"DML (XGBoost)"
"240",0.897534780009474,"DML (SVM)"
"241",1.19394831442583,"PSM"
"242",1.20852392036307,"AIPW"
"243",1.5038306933732,"DML (XGBoost)"
"244",1.14278534993365,"DML (SVM)"
"245",1.10965620484478,"PSM"
"246",0.941977886172391,"AIPW"
"247",1.48861182458624,"DML (XGBoost)"
"248",1.09932983749004,"DML (SVM)"
"249",1.06719124147655,"PSM"
"250",0.965455088014275,"AIPW"
"251",1.47574155297647,"DML (XGBoost)"
"252",1.00887753269176,"DML (SVM)"
"253",1.1277151191277,"PSM"
"254",1.03360615376332,"AIPW"
"255",1.4578722520616,"DML (XGBoost)"
"256",1.09970586178451,"DML (SVM)"
"257",0.754100133673239,"PSM"
"258",0.743791241452841,"AIPW"
"259",1.30895173280654,"DML (XGBoost)"
"260",0.933580718273146,"DML (SVM)"
"261",1.15293977585393,"PSM"
"262",1.05527461502072,"AIPW"
"263",1.44438265339909,"DML (XGBoost)"
"264",1.0792681323378,"DML (SVM)"
"265",1.03204592754097,"PSM"
"266",1.0652694814323,"AIPW"
"267",1.40783322249151,"DML (XGBoost)"
"268",0.963131581411518,"DML (SVM)"
"269",0.829749717913402,"PSM"
"270",1.04351245906149,"AIPW"
"271",1.41384558686395,"DML (XGBoost)"
"272",0.901768218366515,"DML (SVM)"
"273",0.786550252056894,"PSM"
"274",0.762815539667728,"AIPW"
"275",1.42947982009773,"DML (XGBoost)"
"276",0.998230294939959,"DML (SVM)"
"277",1.43611348118427,"PSM"
"278",1.16794817178368,"AIPW"
"279",1.63665219662518,"DML (XGBoost)"
"280",1.14363437127953,"DML (SVM)"
"281",1.29395200041212,"PSM"
"282",1.12268620753962,"AIPW"
"283",1.50604802927132,"DML (XGBoost)"
"284",1.11576626404641,"DML (SVM)"
"285",1.09367643712447,"PSM"
"286",0.982357779296595,"AIPW"
"287",1.49882245419783,"DML (XGBoost)"
"288",0.963067160359647,"DML (SVM)"
"289",1.17668962152833,"PSM"
"290",1.13150438041068,"AIPW"
"291",1.43429052645049,"DML (XGBoost)"
"292",0.985285102472629,"DML (SVM)"
"293",0.828839654978208,"PSM"
"294",1.01084546915527,"AIPW"
"295",1.41476802361281,"DML (XGBoost)"
"296",1.04137234529825,"DML (SVM)"
"297",0.927651850212175,"PSM"
"298",1.01613786055961,"AIPW"
"299",1.42794849950264,"DML (XGBoost)"
"300",0.923950344036481,"DML (SVM)"
"301",1.12810797571429,"PSM"
"302",1.12780445755595,"AIPW"
"303",1.42100081875995,"DML (XGBoost)"
"304",1.00156999855487,"DML (SVM)"
"305",0.608348510135878,"PSM"
"306",0.866594314803582,"AIPW"
"307",1.35199287043355,"DML (XGBoost)"
"308",0.935091465886565,"DML (SVM)"
"309",0.833573159958086,"PSM"
"310",0.996238513242713,"AIPW"
"311",1.31121363660985,"DML (XGBoost)"
"312",0.975755018655167,"DML (SVM)"
"313",1.16141673669115,"PSM"
"314",1.14676682327286,"AIPW"
"315",1.5206642869588,"DML (XGBoost)"
"316",1.09112450161884,"DML (SVM)"
"317",1.06520302214063,"PSM"
"318",1.01808302759342,"AIPW"
"319",1.45593690748223,"DML (XGBoost)"
"320",1.04836462194629,"DML (SVM)"
"321",0.889064641559694,"PSM"
"322",0.98277249512659,"AIPW"
"323",1.3878149735486,"DML (XGBoost)"
"324",0.952925412839495,"DML (SVM)"
"325",0.957566164685598,"PSM"
"326",1.07418420782541,"AIPW"
"327",1.36417270816544,"DML (XGBoost)"
"328",0.938317385575314,"DML (SVM)"
"329",0.980005322910552,"PSM"
"330",1.031890223735,"AIPW"
"331",1.38141984573136,"DML (XGBoost)"
"332",0.919044969874297,"DML (SVM)"
"333",0.890232523683785,"PSM"
"334",0.863880319298481,"AIPW"
"335",1.30366259332918,"DML (XGBoost)"
"336",0.837067386014707,"DML (SVM)"
"337",1.05272690197739,"PSM"
"338",1.03370107766455,"AIPW"
"339",1.4786699908523,"DML (XGBoost)"
"340",1.02465915435059,"DML (SVM)"
"341",1.00620736219344,"PSM"
"342",0.825478149423289,"AIPW"
"343",1.33069118386173,"DML (XGBoost)"
"344",0.830544942761658,"DML (SVM)"
"345",0.92303119537279,"PSM"
"346",0.830535978906759,"AIPW"
"347",1.40369517495593,"DML (XGBoost)"
"348",0.969693915536489,"DML (SVM)"
"349",0.888187447013714,"PSM"
"350",0.809418625892949,"AIPW"
"351",1.48153678222377,"DML (XGBoost)"
"352",0.9571587413597,"DML (SVM)"
"353",0.931326896950765,"PSM"
"354",0.954402304449215,"AIPW"
"355",1.39406567736441,"DML (XGBoost)"
"356",0.966850829373361,"DML (SVM)"
"357",1.02229086379367,"PSM"
"358",0.995888610701082,"AIPW"
"359",1.35118988598279,"DML (XGBoost)"
"360",0.951907538235069,"DML (SVM)"
"361",0.839546366171122,"PSM"
"362",0.921748865698387,"AIPW"
"363",1.31891246390016,"DML (XGBoost)"
"364",0.998756306791196,"DML (SVM)"
"365",0.955474457306728,"PSM"
"366",0.953436141576588,"AIPW"
"367",1.37077014288538,"DML (XGBoost)"
"368",0.951602796273856,"DML (SVM)"
"369",0.732068895997005,"PSM"
"370",0.761308536516178,"AIPW"
"371",1.25428471274642,"DML (XGBoost)"
"372",0.92004565662694,"DML (SVM)"
"373",0.758904760776994,"PSM"
"374",0.908453287011641,"AIPW"
"375",1.28538013370419,"DML (XGBoost)"
"376",0.924974068927996,"DML (SVM)"
"377",0.549483179821132,"PSM"
"378",0.759274891327762,"AIPW"
"379",1.29892352194305,"DML (XGBoost)"
"380",0.80018029483799,"DML (SVM)"
"381",1.08001665310992,"PSM"
"382",0.933283994661992,"AIPW"
"383",1.39129438296652,"DML (XGBoost)"
"384",0.943766043665774,"DML (SVM)"
"385",1.00949835197908,"PSM"
"386",1.0697084828432,"AIPW"
"387",1.59309061203783,"DML (XGBoost)"
"388",1.04945911946278,"DML (SVM)"
"389",0.802779664892705,"PSM"
"390",0.94839530144162,"AIPW"
"391",1.3510647458539,"DML (XGBoost)"
"392",0.960996318959867,"DML (SVM)"
"393",0.959765466915138,"PSM"
"394",0.953483145666427,"AIPW"
"395",1.4557213886562,"DML (XGBoost)"
"396",0.914554907195213,"DML (SVM)"
"397",0.935030945112231,"PSM"
"398",0.923013141253213,"AIPW"
"399",1.34319039003757,"DML (XGBoost)"
"400",1.01751876554926,"DML (SVM)"
