"","values","method"
"364",1.01828974280175,"DML (SVM)"
"365",1.89277117140106,"PSM"
"366",1.07210552853268,"AIPW"
"367",1.44516975837184,"DML (XGBoost)"
"368",1.05587671508609,"DML (SVM)"
"369",1.9626443002316,"PSM"
"370",1.12149867890712,"AIPW"
"371",1.47078536921781,"DML (XGBoost)"
"372",1.10686687626658,"DML (SVM)"
"373",1.77238660703952,"PSM"
"374",0.94566416592865,"AIPW"
"375",1.4345332821703,"DML (XGBoost)"
"376",1.14325257683313,"DML (SVM)"
"377",1.52383536950164,"PSM"
"378",0.899387016907363,"AIPW"
"379",1.31032537108752,"DML (XGBoost)"
"380",0.976766130346445,"DML (SVM)"
"381",1.91884074612677,"PSM"
"382",1.14144235044582,"AIPW"
"383",1.558923923844,"DML (XGBoost)"
"384",1.0587328015494,"DML (SVM)"
"385",1.67999139096864,"PSM"
"386",0.832594978285652,"AIPW"
"387",1.23678072396711,"DML (XGBoost)"
"388",0.887306499425599,"DML (SVM)"
"389",1.53530973267333,"PSM"
"390",0.89856068782258,"AIPW"
"391",1.3081695888654,"DML (XGBoost)"
"392",0.967653218340292,"DML (SVM)"
"393",1.83945610383849,"PSM"
"394",0.724323103662486,"AIPW"
"395",1.34777797375261,"DML (XGBoost)"
"396",0.881006492491624,"DML (SVM)"
"397",1.84330803646915,"PSM"
"398",1.04694790390732,"AIPW"
"399",1.52448609215885,"DML (XGBoost)"
"400",1.06515234116261,"DML (SVM)"
